sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
D142_RLL_5B1_8,0.03464276356013626,0.05145645907939558,0.03833304218709058,0.02055856406673072,0.01750152851777448,0.022338195475587387,0.034741025417066994,0.03962136431129356,0.04798454013450956,0.042241680496113196,0.1288103764520919,0.08008341339855009,0.07602192331207966,0.060758581535505285,0.02339723993361866,0.06234168923050048,0.02467464407371823,0.06224342737356974,0.025962966197921215,0.0496659096864355,0.02215258974582933,0.0340968643549655,0.00022927766617171806,0.0001419337933443969
D430_RLL_7A2_6,0.050034154800063055,0.036829383637223476,0.05723819032105512,0.05563028742577899,0.019268561820188115,0.047779937995901425,0.032736062214281964,0.050401975723819034,0.05255110083547895,0.028401029898586515,0.03217907624402291,0.018091534864168986,0.09280121906363302,0.06166255057537701,0.04861541695129,0.032778098891282643,0.11655719615364406,0.020340497083705535,0.05689664232042457,0.018396300772423938,0.0705112710840208,0.00011034627712679313,0.0001208554463769639,6.830960012611003e-05
D327_RLL_4A2_6,0.038251523494649046,0.03817664474063152,0.08448051424424298,0.049189581485364085,0.09183015194627162,0.03636803483590033,0.02505558307509763,0.08297717925973712,0.0773958321333533,0.04607923324155886,0.01755042796087873,0.0427845680647874,0.029260313108389877,0.04588339650028223,0.03330952572949186,0.06533459283237526,0.07498243229232665,0.047473130047116015,0.036707869181056826,0.024168557835197623,0.010782540578524773,0.0018834886587487183,1.1519808310389716e-05,6.335894570714343e-05
D194_RLL_5A2_6,0.03220104151736659,0.02108714347140605,0.0645155510964598,0.046169557116239074,0.0174621374994028,0.016237876833404996,0.06481415125889828,0.05945129234150304,0.03220104151736659,0.05850771582819741,0.048128374181835555,0.03329989011514022,0.12951483445606995,0.07536668099947447,0.026784434570732405,0.09183149395633271,0.011764846400076441,0.028062443265969135,0.06326143041421814,0.027954947207491282,0.0458470689408055,0.005028426735464144,0.0003523481916774163,0.00015527208446801396
