leiden_key,sample,cluster,n_cells,fraction_within_sample,fraction_within_cluster,color_hex
scvi_leiden_1p0,D142_RLL_5B1_8,0,3173,0.03464276356013626,0.12831607893885474,#A6CEE3
scvi_leiden_1p0,D142_RLL_5B1_8,1,4713,0.05145645907939558,0.21539234952698688,#1F78B4
scvi_leiden_1p0,D142_RLL_5B1_8,2,3511,0.03833304218709058,0.08805236494959122,#B2DF8A
scvi_leiden_1p0,D142_RLL_5B1_8,3,1883,0.02055856406673072,0.06551616158101667,#33A02C
scvi_leiden_1p0,D142_RLL_5B1_8,4,1603,0.01750152851777448,0.06641256162737706,#FB9A99
scvi_leiden_1p0,D142_RLL_5B1_8,5,2046,0.022338195475587387,0.10142772159428912,#E31A1C
scvi_leiden_1p0,D142_RLL_5B1_8,6,3182,0.034741025417066994,0.12927076985577898,#FDBF6F
scvi_leiden_1p0,D142_RLL_5B1_8,7,3629,0.03962136431129356,0.09656218402426693,#FF7F00
scvi_leiden_1p0,D142_RLL_5B1_8,8,4395,0.04798454013450956,0.13227990970654627,#CAB2D6
scvi_leiden_1p0,D142_RLL_5B1_8,9,3869,0.042241680496113196,0.14292046839791658,#6A3D9A
scvi_leiden_1p0,D142_RLL_5B1_8,10,11798,0.1288103764520919,0.4064351660465757,#FFFF99
scvi_leiden_1p0,D142_RLL_5B1_8,11,7335,0.08008341339855009,0.3084265410814902,#B15928
scvi_leiden_1p0,D142_RLL_5B1_8,12,6963,0.07602192331207966,0.13549065011383316,#1FF8FF
scvi_leiden_1p0,D142_RLL_5B1_8,13,5565,0.060758581535505285,0.14688803251860846,#1B9E77
scvi_leiden_1p0,D142_RLL_5B1_8,14,2143,0.02339723993361866,0.09892443336564649,#D95F02
scvi_leiden_1p0,D142_RLL_5B1_8,15,5710,0.06234168923050048,0.1476673218164891,#7570B3
scvi_leiden_1p0,D142_RLL_5B1_8,16,2260,0.02467464407371823,0.057316763885366474,#E7298A
scvi_leiden_1p0,D142_RLL_5B1_8,17,5701,0.06224342737356974,0.2532314662639364,#66A61E
