sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
D142_RLL_5B1_8,0.03057035548956241,0.061784872041226305,0.028081055113983754,0.06000524063236964,0.04538605991789676,0.02813564503450083,0.12820988732640407,0.09246440737182286,0.10387370075989169,0.12691064721809764,0.026989256703642238,0.12667045156782253,0.035035810987859205,0.032371822866625904,0.02892173988994672,0.04396672198445279,0.00015285177744781204,0.00025111363437854836,0.0002183596820683029
D430_RLL_7A2_6,0.024087015921391414,0.08455677578687405,0.04422258420471862,0.06164153223687668,0.15783721296831485,0.06909253323524775,0.03210025747464663,0.12250538594924071,0.11120277442068205,0.07244495822605224,0.04804792181178078,0.030313698702117597,0.0016079028952761284,0.036319688928590194,0.0860806053281488,0.017650149755661815,7.356418475119542e-05,9.458252325153697e-05,0.0001208554463769639
D327_RLL_4A2_6,0.0682145449099727,0.1619512251316138,0.030366214706187288,0.04940845784326149,0.1037128342184386,0.06661905145898372,0.017256672848963792,0.03636803483590033,0.15813240867671963,0.11530176137869066,0.039368944900756854,0.0722464778186091,0.010794060386835162,0.025545174928289192,0.020729895054546293,0.02372504521524762,7.487875401753315e-05,0.00017279712465584574,1.1519808310389716e-05
D194_RLL_5A2_6,0.02435382924848311,0.08966365677702928,0.026509722421288996,0.077946586402943,0.01903277435382925,0.06032320481582342,0.047590893889446276,0.14775333237781282,0.1357257178347905,0.11460274234389184,0.02766829105155033,0.04981247909798863,0.007064879843294635,0.06847498925039415,0.07568916917490803,0.027136782762409824,0.0002030481104581721,0.00013735607472170464,0.00031054416893602793
