sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
D142_RLL_5B1_8,0.023790287361341603,0.12818805135819722,0.07178574547995459,0.08567342125949864,0.027633417765743733,0.07328150930212246,0.05400034937549131,0.10797886278277578,0.14178094156694906,0.07646956066031968,0.03341994934055376,0.126735959472443,0.04865053716481789,0.0001419337933443969,0.00025111363437854836,0.0002183596820683029
D430_RLL_7A2_6,0.04947191424517892,0.22365088539750932,0.10519152960958436,0.09462981451316274,0.04415952918921759,0.0791077715306605,0.05867269192370343,0.06362251064053387,0.03665598234459566,0.1914823183227366,0.003841101360937418,0.03158005359676318,0.017650149755661815,7.356418475119542e-05,8.932793862645158e-05,0.0001208554463769639
D327_RLL_4A2_6,0.04680498116511341,0.06948172382411556,0.08986602462935017,0.16908198647574504,0.030469892980980795,0.12006520211503681,0.04774960544656537,0.09853468038291843,0.0899409033833677,0.15852408215927288,0.03940350432568802,0.016697962145909892,0.023114495374796963,8.063865817272801e-05,0.00017279712465584574,1.1519808310389716e-05
D194_RLL_5A2_6,0.023798432946347522,0.2468766423008934,0.15039892981701783,0.12436099565238164,0.025094357651330564,0.0875256796139697,0.07035617027375662,0.09009961301418948,0.05780301944484258,0.03920620132817352,0.009113276957622665,0.04745353781472457,0.02723233481439014,0.00023290812670202093,0.00013735607472170464,0.00031054416893602793
