sample,0,1,2,3,4,5,6,7,8,9,10
D142_RLL_5B1_8,0.02856144641453402,0.10674513057908988,0.18740719713512097,0.05789806970041052,0.10035810987859202,0.08970215739365883,0.1386256441610621,0.1265721897108918,0.11714996942964451,0.0467835618831339,0.0001965237138614726
D430_RLL_7A2_6,0.045499448268614365,0.11227996426882456,0.04411749251221691,0.09785087488834007,0.23820608480899585,0.10475014450107718,0.2382954127476223,0.03175870947401608,0.06840943723398665,0.018711575849929062,0.0001208554463769639
D327_RLL_4A2_6,0.03131083898763925,0.1458522930178442,0.14069717879894478,0.08922667526812354,0.18389070005875102,0.1813390625179997,0.0754893038579838,0.016703722050065088,0.11045768198417179,0.025021023650166462,1.1519808310389716e-05
D194_RLL_5A2_6,0.026145430223114042,0.1670548468778367,0.07100711862787254,0.09730782093545459,0.06548898762600927,0.12649300081219245,0.2593103530648321,0.04768047393817782,0.11066719220295256,0.02854020352587072,0.00030457216568725815
