sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
D142_RLL_5B1_8,0.04430517949165866,0.06925277316796227,0.056140274259760675,0.13229321338108133,0.0037339505633679796,0.12585160276006638,0.05501572189710892,0.06658878504672897,0.02223993361865665,0.029423967158703816,0.08348982443881561,0.05611843829155385,0.005153288496811949,0.03967595423181064,0.021421084810900517,0.04970958162284916,0.0816774390776487,0.012948729146650363,0.044818324744519175,0.0001419337933443969
D430_RLL_7A2_6,0.054080184961378806,0.08449897535599811,0.07908149860753508,0.06644422258420472,0.0036098996374336607,0.03149072565813672,0.05968157217171983,0.0617045872523777,0.047674846303399715,0.02084493720771373,0.11703010876990173,0.05792128632231622,0.009889128264410699,0.03419158215543061,0.03226840418264936,0.018117807787294413,0.012490147653827964,0.10119279070989438,0.10771898481425043,6.830960012611003e-05
D327_RLL_4A2_6,0.050163005287592016,0.10726669508219383,0.13333602128860575,0.10905802527445943,0.03811328579492437,0.01662308339189236,0.06106650385337588,0.10742221249438409,0.032082666144435355,0.03246857972283341,0.033269206400405496,0.04713905560611471,0.010627023166334511,0.030026380361030794,0.04236985496561337,0.023558007994746968,0.036442913589917865,0.04272696902323545,0.046177151612197175,6.335894570714343e-05
D194_RLL_5A2_6,0.037862500597200324,0.047638669915436437,0.08059815584539679,0.06828985714968229,0.0036548659882470976,0.04672495341837466,0.0637451626773685,0.08826620801681716,0.02615737422961158,0.05093521570875734,0.1351106015001672,0.07315703979742964,0.01621398882040992,0.07516960489226505,0.008916200850413263,0.027686207061296642,0.031914385361425636,0.006366155463188572,0.11143758062204386,0.00015527208446801396
