leiden_key,sample,cluster,n_cells,fraction_within_sample,fraction_within_cluster,color_hex
scvi_leiden_0p8,D142_RLL_5B1_8,24,2989,0.03263385448510787,0.7325980392156862,#5C47B8
scvi_leiden_0p8,D142_RLL_5B1_8,25,895,0.009771595772556554,0.03489959056346267,#CFD251
scvi_leiden_0p8,D142_RLL_5B1_8,26,1722,0.01880076862608088,0.07974806650303339,#FF69B4
scvi_leiden_0p8,D142_RLL_5B1_8,27,20,0.0002183596820683029,0.2,#69C86C
scvi_leiden_0p8,D142_RLL_5B1_8,28,13,0.0001419337933443969,0.20634920634920634,#CD3E50
scvi_leiden_0p8,D430_RLL_7A2_6,0,8730,0.04587252377699543,0.43359491407569284,#A6CEE3
scvi_leiden_0p8,D430_RLL_7A2_6,1,10683,0.05613472754978719,0.36014563597748034,#1F78B4
scvi_leiden_0p8,D430_RLL_7A2_6,2,6748,0.03545793705007619,0.3043341000315699,#B2DF8A
scvi_leiden_0p8,D430_RLL_7A2_6,3,13591,0.0714150596395355,0.28212313696184665,#33A02C
scvi_leiden_0p8,D430_RLL_7A2_6,4,15377,0.080799747779938,0.33027621461402984,#FB9A99
scvi_leiden_0p8,D430_RLL_7A2_6,5,8557,0.04496348063685566,0.4256578620106452,#E31A1C
scvi_leiden_0p8,D430_RLL_7A2_6,6,14306,0.07517208764647154,0.4098435799003037,#FDBF6F
scvi_leiden_0p8,D430_RLL_7A2_6,7,12139,0.06378540276391151,0.24014797815937328,#FF7F00
scvi_leiden_0p8,D430_RLL_7A2_6,8,4189,0.022011454994482687,0.31270528515974916,#CAB2D6
scvi_leiden_0p8,D430_RLL_7A2_6,9,3575,0.018785140034680257,0.22966722343569318,#6A3D9A
scvi_leiden_0p8,D430_RLL_7A2_6,10,840,0.004413851085071725,0.09086975335352661,#FFFF99
scvi_leiden_0p8,D430_RLL_7A2_6,11,10167,0.05342336188324313,0.2998761208117036,#B15928
scvi_leiden_0p8,D430_RLL_7A2_6,12,1554,0.008165624507382691,0.19309145129224653,#1FF8FF
scvi_leiden_0p8,D430_RLL_7A2_6,13,5807,0.030513372917870842,0.15870022683173457,#1B9E77
scvi_leiden_0p8,D430_RLL_7A2_6,14,1530,0.008039514476380643,0.2563243424359189,#D95F02
scvi_leiden_0p8,D430_RLL_7A2_6,15,3716,0.019526036466817297,0.16503819506128975,#7570B3
scvi_leiden_0p8,D430_RLL_7A2_6,16,5722,0.030066733224738584,0.220356606462048,#E7298A
scvi_leiden_0p8,D430_RLL_7A2_6,17,5221,0.027434186327570807,0.2517721946279597,#66A61E
scvi_leiden_0p8,D430_RLL_7A2_6,18,1410,0.007408964321370396,0.16055568207697563,#E6AB02
scvi_leiden_0p8,D430_RLL_7A2_6,19,2523,0.013257317009090431,0.1201142585098786,#A6761D
scvi_leiden_0p8,D430_RLL_7A2_6,20,3557,0.018690557511428722,0.21883843976867232,#666666
scvi_leiden_0p8,D430_RLL_7A2_6,21,6063,0.0318585465818927,0.4728591483387927,#4B6A53
scvi_leiden_0p8,D430_RLL_7A2_6,22,11402,0.059912773895223585,0.36252066641231084,#B249D5
scvi_leiden_0p8,D430_RLL_7A2_6,23,3507,0.018427828280174453,0.20664663249071946,#7EDC45
scvi_leiden_0p8,D430_RLL_7A2_6,24,19,9.983710787662235e-05,0.004656862745098039,#5C47B8
scvi_leiden_0p8,D430_RLL_7A2_6,25,18206,0.09566496768430456,0.7099239617859232,#CFD251
scvi_leiden_0p8,D430_RLL_7A2_6,26,11135,0.058509799800325786,0.5156763766035289,#FF69B4
scvi_leiden_0p8,D430_RLL_7A2_6,27,23,0.0001208554463769639,0.23,#69C86C
scvi_leiden_0p8,D430_RLL_7A2_6,28,13,6.830960012611003e-05,0.20634920634920634,#CD3E50
scvi_leiden_0p8,D327_RLL_4A2_6,0,5704,0.03285449330123147,0.28330187742127744,#A6CEE3
scvi_leiden_0p8,D327_RLL_4A2_6,1,8916,0.05135530544771735,0.3005764757441931,#1F78B4
scvi_leiden_0p8,D327_RLL_4A2_6,2,6082,0.03503173707189512,0.27429756911559106,#B2DF8A
scvi_leiden_0p8,D327_RLL_4A2_6,3,16965,0.09771677399288076,0.3521609166770457,#33A02C
scvi_leiden_0p8,D327_RLL_4A2_6,4,4716,0.02716370799589895,0.10129301086816445,#FB9A99
scvi_leiden_0p8,D327_RLL_4A2_6,5,5496,0.031656433236950936,0.27339203104014326,#E31A1C
scvi_leiden_0p8,D327_RLL_4A2_6,6,13870,0.07988987063255268,0.3973528906205237,#FDBF6F
scvi_leiden_0p8,D327_RLL_4A2_6,7,17215,0.09915675003167947,0.34056738149877347,#FF7F00
scvi_leiden_0p8,D327_RLL_4A2_6,8,4617,0.026593477484534656,0.3446551209316214,#CAB2D6
scvi_leiden_0p8,D327_RLL_4A2_6,9,6209,0.03576324489960487,0.398882179108313,#6A3D9A
scvi_leiden_0p8,D327_RLL_4A2_6,10,7307,0.04208761966200882,0.7904586758978797,#FFFF99
scvi_leiden_0p8,D327_RLL_4A2_6,11,7446,0.04288824633958091,0.2196201038225578,#B15928
scvi_leiden_0p8,D327_RLL_4A2_6,12,2854,0.016438766458926123,0.35462226640159045,#1FF8FF
scvi_leiden_0p8,D327_RLL_4A2_6,13,11312,0.06515603580356423,0.30914705801973164,#1B9E77
scvi_leiden_0p8,D327_RLL_4A2_6,14,1800,0.010367827479350744,0.3015580499246105,#D95F02
scvi_leiden_0p8,D327_RLL_4A2_6,15,8487,0.04888430656513876,0.37693195949546987,#7570B3
scvi_leiden_0p8,D327_RLL_4A2_6,16,2515,0.014486158950315067,0.09685369892555937,#E7298A
scvi_leiden_0p8,D327_RLL_4A2_6,17,3843,0.022135311668413836,0.1853209239523557,#66A61E
scvi_leiden_0p8,D327_RLL_4A2_6,18,2624,0.015113988503231306,0.298792985652471,#E6AB02
scvi_leiden_0p8,D327_RLL_4A2_6,19,6351,0.03658115128964254,0.30235658176624614,#A6761D
scvi_leiden_0p8,D327_RLL_4A2_6,20,9559,0.055058923819507645,0.5881013904269718,#666666
scvi_leiden_0p8,D327_RLL_4A2_6,21,1271,0.007320838181252664,0.0991265013258462,#4B6A53
scvi_leiden_0p8,D327_RLL_4A2_6,22,6784,0.03907518978884191,0.21569375556403408,#B249D5
scvi_leiden_0p8,D327_RLL_4A2_6,23,4128,0.023776884352644374,0.24323846561781864,#7EDC45
scvi_leiden_0p8,D327_RLL_4A2_6,24,262,0.0015090948886610526,0.0642156862745098,#5C47B8
scvi_leiden_0p8,D327_RLL_4A2_6,25,5728,0.03299273100095614,0.22335737960616103,#CFD251
scvi_leiden_0p8,D327_RLL_4A2_6,26,1540,0.00887025239900008,0.07131940906775344,#FF69B4
scvi_leiden_0p8,D327_RLL_4A2_6,27,2,1.1519808310389716e-05,0.02,#69C86C
scvi_leiden_0p8,D327_RLL_4A2_6,28,11,6.335894570714343e-05,0.1746031746031746,#CD3E50
scvi_leiden_0p8,D194_RLL_5A2_6,0,3400,0.02030481104581721,0.16886858051057912,#A6CEE3
scvi_leiden_0p8,D194_RLL_5A2_6,1,8039,0.04800893411686016,0.2710110238344065,#1F78B4
scvi_leiden_0p8,D194_RLL_5A2_6,2,3737,0.02231737614065262,0.16853831236188158,#B2DF8A
scvi_leiden_0p8,D194_RLL_5A2_6,3,12735,0.07605346137308298,0.26435421596711917,#33A02C
scvi_leiden_0p8,D194_RLL_5A2_6,4,20161,0.12040155749844728,0.433029769319988,#FB9A99
scvi_leiden_0p8,D194_RLL_5A2_6,5,3927,0.023452056757918876,0.19534397851067004,#E31A1C
scvi_leiden_0p8,D194_RLL_5A2_6,6,2949,0.017611437580622044,0.08448404285796138,#FDBF6F
scvi_leiden_0p8,D194_RLL_5A2_6,7,15504,0.09258993836892647,0.3067183667009575,#FF7F00
scvi_leiden_0p8,D194_RLL_5A2_6,8,3009,0.01796975777554823,0.22461928934010153,#CAB2D6
scvi_leiden_0p8,D194_RLL_5A2_6,9,3472,0.020734795279728633,0.22305023769754592,#6A3D9A
scvi_leiden_0p8,D194_RLL_5A2_6,10,666,0.003977354163680665,0.07204673301601039,#FFFF99
scvi_leiden_0p8,D194_RLL_5A2_6,11,11579,0.06914982561750514,0.3415231241151487,#B15928
scvi_leiden_0p8,D194_RLL_5A2_6,12,2228,0.013305623238259042,0.2768389662027833,#1FF8FF
scvi_leiden_0p8,D194_RLL_5A2_6,13,13961,0.08337513735607473,0.3815419092126479,#1B9E77
scvi_leiden_0p8,D194_RLL_5A2_6,14,2046,0.012218718646982945,0.34277098341430723,#D95F02
scvi_leiden_0p8,D194_RLL_5A2_6,15,4496,0.026850126606468874,0.19968022739385327,#7570B3
scvi_leiden_0p8,D194_RLL_5A2_6,16,7196,0.042974535378147244,0.27712096122001,#E7298A
scvi_leiden_0p8,D194_RLL_5A2_6,17,9153,0.054661745735989684,0.4413849640738776,#66A61E
scvi_leiden_0p8,D194_RLL_5A2_6,18,3494,0.020866179351201566,0.397859257572307,#E6AB02
scvi_leiden_0p8,D194_RLL_5A2_6,19,5156,0.03079164875065692,0.24546536538919306,#A6761D
scvi_leiden_0p8,D194_RLL_5A2_6,20,2041,0.012188858630739095,0.12556909068536976,#666666
scvi_leiden_0p8,D194_RLL_5A2_6,21,4057,0.024228417180258945,0.3164092965216035,#4B6A53
scvi_leiden_0p8,D194_RLL_5A2_6,22,10814,0.06458124313219626,0.3438255118911357,#B249D5
scvi_leiden_0p8,D194_RLL_5A2_6,23,4725,0.028217715350437152,0.2784161216192328,#7EDC45
scvi_leiden_0p8,D194_RLL_5A2_6,24,810,0.004837322631503512,0.19852941176470587,#5C47B8
scvi_leiden_0p8,D194_RLL_5A2_6,25,816,0.0048731546509961305,0.03181906804445311,#CFD251
scvi_leiden_0p8,D194_RLL_5A2_6,26,7196,0.042974535378147244,0.33325614782568425,#FF69B4
scvi_leiden_0p8,D194_RLL_5A2_6,27,55,0.0003284601786823372,0.55,#69C86C
scvi_leiden_0p8,D194_RLL_5A2_6,28,26,0.00015527208446801396,0.4126984126984127,#CD3E50
