sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
D142_RLL_5B1_8,0.025111363437854833,0.02210891780941567,0.061206218883745306,0.053312516376976156,0.06882697178792907,0.023178880251550352,0.041280897895012665,0.06212332954843218,0.017261332867499344,0.025220543278888986,0.004705651148571927,0.05144554109529217,0.015416193554022186,0.06016901039392086,0.006474364573325181,0.0635099135295659,0.11501004454537514,0.027513319940606167,0.013691152065682593,0.07615293912132064,0.011977028561446414,0.015623635251987074,0.026770897021573935,0.050342824700847236,0.03263385448510787,0.009771595772556554,0.01880076862608088,0.0002183596820683029,0.0001419337933443969
D430_RLL_7A2_6,0.04587252377699543,0.05613472754978719,0.03545793705007619,0.0714150596395355,0.080799747779938,0.04496348063685566,0.07517208764647154,0.06378540276391151,0.022011454994482687,0.018785140034680257,0.004413851085071725,0.05342336188324313,0.008165624507382691,0.030513372917870842,0.008039514476380643,0.019526036466817297,0.030066733224738584,0.027434186327570807,0.007408964321370396,0.013257317009090431,0.018690557511428722,0.0318585465818927,0.059912773895223585,0.018427828280174453,9.983710787662235e-05,0.09566496768430456,0.058509799800325786,0.0001208554463769639,6.830960012611003e-05
D327_RLL_4A2_6,0.03285449330123147,0.05135530544771735,0.03503173707189512,0.09771677399288076,0.02716370799589895,0.031656433236950936,0.07988987063255268,0.09915675003167947,0.026593477484534656,0.03576324489960487,0.04208761966200882,0.04288824633958091,0.016438766458926123,0.06515603580356423,0.010367827479350744,0.04888430656513876,0.014486158950315067,0.022135311668413836,0.015113988503231306,0.03658115128964254,0.055058923819507645,0.007320838181252664,0.03907518978884191,0.023776884352644374,0.0015090948886610526,0.03299273100095614,0.00887025239900008,1.1519808310389716e-05,6.335894570714343e-05
D194_RLL_5A2_6,0.02030481104581721,0.04800893411686016,0.02231737614065262,0.07605346137308298,0.12040155749844728,0.023452056757918876,0.017611437580622044,0.09258993836892647,0.01796975777554823,0.020734795279728633,0.003977354163680665,0.06914982561750514,0.013305623238259042,0.08337513735607473,0.012218718646982945,0.026850126606468874,0.042974535378147244,0.054661745735989684,0.020866179351201566,0.03079164875065692,0.012188858630739095,0.024228417180258945,0.06458124313219626,0.028217715350437152,0.004837322631503512,0.0048731546509961305,0.042974535378147244,0.0003284601786823372,0.00015527208446801396
