leiden_key,sample,cluster,n_cells,fraction_within_sample,fraction_within_cluster,color_hex
scvi_leiden_0p7,D194_RLL_5A2_6,3,11435,0.06828985714968229,0.2074150659338666,#33A02C
scvi_leiden_0p7,D194_RLL_5A2_6,4,612,0.0036548659882470976,0.0741099539840155,#FB9A99
scvi_leiden_0p7,D194_RLL_5A2_6,5,7824,0.04672495341837466,0.2771519659936238,#E31A1C
scvi_leiden_0p7,D194_RLL_5A2_6,6,10674,0.0637451626773685,0.28333289092984365,#FDBF6F
scvi_leiden_0p7,D194_RLL_5A2_6,7,14780,0.08826620801681716,0.2882665002340459,#FF7F00
scvi_leiden_0p7,D194_RLL_5A2_6,8,4380,0.02615737422961158,0.20797720797720798,#CAB2D6
scvi_leiden_0p7,D194_RLL_5A2_6,9,8529,0.05093521570875734,0.4094968311887843,#6A3D9A
scvi_leiden_0p7,D194_RLL_5A2_6,10,22624,0.1351106015001672,0.3879353212503644,#FFFF99
scvi_leiden_0p7,D194_RLL_5A2_6,11,12250,0.07315703979742964,0.3347268901822554,#B15928
scvi_leiden_0p7,D194_RLL_5A2_6,12,2715,0.01621398882040992,0.3926815157651143,#1FF8FF
scvi_leiden_0p7,D194_RLL_5A2_6,13,12587,0.07516960489226505,0.4504849504312659,#1B9E77
scvi_leiden_0p7,D194_RLL_5A2_6,14,1493,0.008916200850413263,0.08807220386974988,#D95F02
scvi_leiden_0p7,D194_RLL_5A2_6,15,4636,0.027686207061296642,0.27715669277216476,#7570B3
scvi_leiden_0p7,D194_RLL_5A2_6,16,5344,0.031914385361425636,0.2482233266756468,#E7298A
scvi_leiden_0p7,D194_RLL_5A2_6,17,1066,0.006366155463188572,0.03685011061946902,#66A61E
scvi_leiden_0p7,D194_RLL_5A2_6,18,18660,0.11143758062204386,0.36387036387036387,#E6AB02
scvi_leiden_0p7,D194_RLL_5A2_6,19,26,0.00015527208446801396,0.4126984126984127,#A6761D
