leiden_key,sample,cluster,n_cells,fraction_within_sample,fraction_within_cluster,color_hex
scvi_leiden_0p4,D142_RLL_5B1_8,0,2616,0.02856144641453402,0.12404571103418843,#A6CEE3
scvi_leiden_0p4,D142_RLL_5B1_8,1,9777,0.10674513057908988,0.11578635717669351,#1F78B4
scvi_leiden_0p4,D142_RLL_5B1_8,2,17165,0.18740719713512097,0.2774006916836355,#B2DF8A
scvi_leiden_0p4,D142_RLL_5B1_8,3,5303,0.05789806970041052,0.09518937354155448,#33A02C
scvi_leiden_0p4,D142_RLL_5B1_8,4,9192,0.10035810987859202,0.09435724770830553,#FB9A99
scvi_leiden_0p4,D142_RLL_5B1_8,5,8216,0.08970215739365883,0.10166429499474107,#E31A1C
scvi_leiden_0p4,D142_RLL_5B1_8,6,12697,0.1386256441610621,0.1108192085464416,#FDBF6F
scvi_leiden_0p4,D142_RLL_5B1_8,7,11593,0.1265721897108918,0.40647242382805654,#FF7F00
scvi_leiden_0p4,D142_RLL_5B1_8,8,10730,0.11714996942964451,0.17459361830222758,#CAB2D6
scvi_leiden_0p4,D142_RLL_5B1_8,9,4285,0.0467835618831339,0.2525192998998173,#6A3D9A
scvi_leiden_0p4,D142_RLL_5B1_8,10,18,0.0001965237138614726,0.19148936170212766,#FFFF99
scvi_leiden_0p4,D430_RLL_7A2_6,0,8659,0.045499448268614365,0.41059320024657403,#A6CEE3
scvi_leiden_0p4,D430_RLL_7A2_6,1,21368,0.11227996426882456,0.2530554239696826,#1F78B4
scvi_leiden_0p4,D430_RLL_7A2_6,2,8396,0.04411749251221691,0.1356863505607809,#B2DF8A
scvi_leiden_0p4,D430_RLL_7A2_6,3,18622,0.09785087488834007,0.33426673846706156,#33A02C
scvi_leiden_0p4,D430_RLL_7A2_6,4,45333,0.23820608480899585,0.46534999024810864,#FB9A99
scvi_leiden_0p4,D430_RLL_7A2_6,5,19935,0.10475014450107718,0.2466745034956382,#E31A1C
scvi_leiden_0p4,D430_RLL_7A2_6,6,45350,0.2382954127476223,0.39581405903608147,#FDBF6F
scvi_leiden_0p4,D430_RLL_7A2_6,7,6044,0.03175870947401608,0.21191402825987868,#FF7F00
scvi_leiden_0p4,D430_RLL_7A2_6,8,13019,0.06840943723398665,0.21183917210407277,#CAB2D6
scvi_leiden_0p4,D430_RLL_7A2_6,9,3561,0.018711575849929062,0.2098532618303966,#6A3D9A
scvi_leiden_0p4,D430_RLL_7A2_6,10,23,0.0001208554463769639,0.24468085106382978,#FFFF99
scvi_leiden_0p4,D327_RLL_4A2_6,0,5436,0.03131083898763925,0.2577647114609512,#A6CEE3
scvi_leiden_0p4,D327_RLL_4A2_6,1,25322,0.1458522930178442,0.2998815727143534,#1F78B4
scvi_leiden_0p4,D327_RLL_4A2_6,2,24427,0.14069717879894478,0.3947606580691037,#B2DF8A
scvi_leiden_0p4,D327_RLL_4A2_6,3,15491,0.08922667526812354,0.27806497935738644,#33A02C
scvi_leiden_0p4,D327_RLL_4A2_6,4,31926,0.18389070005875102,0.3277251403759098,#FB9A99
scvi_leiden_0p4,D327_RLL_4A2_6,5,31483,0.1813390625179997,0.3895687681742251,#E31A1C
scvi_leiden_0p4,D327_RLL_4A2_6,6,13106,0.0754893038579838,0.11438895386387837,#FDBF6F
scvi_leiden_0p4,D327_RLL_4A2_6,7,2900,0.016703722050065088,0.10167946425440903,#FF7F00
scvi_leiden_0p4,D327_RLL_4A2_6,8,19177,0.11045768198417179,0.31203931203931207,#CAB2D6
scvi_leiden_0p4,D327_RLL_4A2_6,9,4344,0.025021023650166462,0.25599622841652425,#6A3D9A
scvi_leiden_0p4,D327_RLL_4A2_6,10,2,1.1519808310389716e-05,0.02127659574468085,#FFFF99
scvi_leiden_0p4,D194_RLL_5A2_6,0,4378,0.026145430223114042,0.2075963772582863,#A6CEE3
scvi_leiden_0p4,D194_RLL_5A2_6,1,27973,0.1670548468778367,0.3312766461392705,#1F78B4
scvi_leiden_0p4,D194_RLL_5A2_6,2,11890,0.07100711862787254,0.19215229968647984,#B2DF8A
scvi_leiden_0p4,D194_RLL_5A2_6,3,16294,0.09730782093545459,0.2924789086339975,#33A02C
scvi_leiden_0p4,D194_RLL_5A2_6,4,10966,0.06548898762600927,0.11256762166767607,#FB9A99
scvi_leiden_0p4,D194_RLL_5A2_6,5,21181,0.12649300081219245,0.26209243333539567,#E31A1C
scvi_leiden_0p4,D194_RLL_5A2_6,6,43421,0.2593103530648321,0.37897777855359854,#FDBF6F
scvi_leiden_0p4,D194_RLL_5A2_6,7,7984,0.04768047393817782,0.27993408365765576,#FF7F00
scvi_leiden_0p4,D194_RLL_5A2_6,8,18531,0.11066719220295256,0.30152789755438764,#CAB2D6
scvi_leiden_0p4,D194_RLL_5A2_6,9,4779,0.02854020352587072,0.28163120985326184,#6A3D9A
scvi_leiden_0p4,D194_RLL_5A2_6,10,51,0.00030457216568725815,0.5425531914893617,#FFFF99
