sample,0,1,2,3,4,5,6,7
D142_RLL_5B1_8,0.3868132587998952,0.13413835269455848,0.1565748100270766,0.09802166128046118,0.06863044807406761,0.1055332343436108,0.05009171106646869,0.0001965237138614726
D430_RLL_7A2_6,0.24288266512532183,0.1976301823340865,0.2690399873889969,0.22751825968157216,0.014350270611108192,0.030492354579370502,0.01796542483316694,0.0001208554463769639
D327_RLL_4A2_6,0.4337495824069488,0.21805269160321172,0.1004700081790639,0.17014756874445608,0.0381939244530971,0.014998790420127408,0.024375914384784637,1.1519808310389716e-05
D194_RLL_5A2_6,0.33962782475753667,0.21352300415651426,0.2865426878792222,0.06176842960202571,0.02723830681763891,0.042783431274186615,0.02821174334718838,0.00030457216568725815
