sample,0,1,2,3
D142_RLL_5B1_8,0.700006550790462,0.17345401345095643,0.010754214341863919,0.11578522141671761
D430_RLL_7A2_6,0.5312542693500079,0.3375282433923598,0.10076716935526246,0.03045031790236982
D327_RLL_4A2_6,0.7846602232538851,0.16399599110670798,0.03670210927690163,0.014641676362505327
D194_RLL_5A2_6,0.6196968611150925,0.3310460560890545,0.005249390855668626,0.04400769194018442
