sample,0,1,2,3,4,5,6,7,8,9
D142_RLL_5B1_8,0.13240239322211547,0.07988688968468861,0.1378504672897196,0.08921084810900515,0.12549130928465368,0.1961634203860599,0.05800724954144467,0.13735915800506596,0.04343174076338545,0.0001965237138614726
D430_RLL_7A2_6,0.1599705743260995,0.2015448478797751,0.083568913877358,0.11284220482370869,0.03162209027376386,0.058777783616205136,0.09805580368871841,0.23509011612632022,0.01840680994167411,0.0001208554463769639
D327_RLL_4A2_6,0.2502563157349062,0.15145667976084878,0.1255601506790927,0.14174548135519024,0.016669162625133918,0.13140645339661547,0.08699759236006313,0.07126153420807078,0.024635110071768405,1.1519808310389716e-05
D194_RLL_5A2_6,0.18612345325115856,0.05036787540012422,0.13603029000047775,0.10188237542401223,0.04736992976924179,0.07380201614829679,0.12160790215469877,0.25450886245282117,0.02800272323348144,0.00030457216568725815
