sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
D142_RLL_5B1_8,0.07787798060966024,0.04217617259149271,0.05602017643462311,0.04508035636300114,0.04931653419512621,0.04118263603808193,0.050855969953707746,0.02790636736832911,0.054939296008385013,0.018451393134771597,0.060911433312953095,0.12697615512271815,0.07153463184557603,0.04698008559699537,0.03352912918158791,0.07925364660669054,0.02228360555507031,0.048006376102716394,0.04631408856668705,0.0002620316184819635,0.0001419337933443969
D430_RLL_7A2_6,0.09892806473648258,0.056455257211917395,0.039482948872891596,0.06859334769586464,0.06691188061583732,0.008254952446009142,0.0548000630550155,0.054584625085387,0.026567179864431717,0.05210971572697178,0.06719562818559192,0.031737691135515736,0.03379223372392413,0.04647154642425516,0.018606484157427355,0.029215490515474753,0.10825495244600915,0.017981188587042195,0.11986758446744784,0.0001208554463769639,6.830960012611003e-05
D327_RLL_4A2_6,0.03099404425910353,0.049777091709193956,0.03996797493289712,0.09362148213853722,0.07577153916158835,0.06822606471828309,0.03639107445252111,0.035613487391569804,0.058751022382987544,0.04812975912080823,0.10706509843676201,0.01683619984563457,0.0561187461840635,0.03988733627472439,0.03565380672065617,0.0729146267006117,0.06453396615480318,0.023189374128814496,0.0464824265324225,1.1519808310389716e-05,6.335894570714343e-05
D194_RLL_5A2_6,0.12710811714681572,0.036847260044909465,0.024425493287468347,0.07367063207682385,0.0330072619559505,0.011645406335101046,0.06438416702498687,0.03131718503654866,0.07052935836797095,0.04309397544312264,0.0734616119631169,0.04718479766852993,0.029848072237351298,0.09395752711289475,0.05230877645597439,0.03718169222684057,0.009680617266255792,0.027411494911853233,0.11244087716783718,0.00034040418517987674,0.00015527208446801396
