group,names,scores,logfoldchanges,pvals,pvals_adj
0,FN1,166.96037,1.402018,0.0,0.0
0,TIMP1,125.825134,2.1785572,0.0,0.0
0,THBS1,109.383286,1.8511702,0.0,0.0
0,COL3A1,93.06694,0.4468677,0.0,0.0
0,SERPINE1,84.019325,2.3060353,0.0,0.0
0,CCN1,79.93537,1.6447941,0.0,0.0
0,ZFP36,73.61971,1.2068926,0.0,0.0
0,EMP1,73.40901,1.4521601,0.0,0.0
0,PTX3,69.16086,2.3711812,0.0,0.0
0,TNC,64.98553,1.6999482,0.0,0.0
0,EGR1,60.743156,1.4468402,0.0,0.0
0,SOCS3,56.74637,1.4434714,0.0,0.0
0,ENG,54.99891,1.2024955,0.0,0.0
0,MT2A,54.12085,2.0528944,0.0,0.0
0,TAGLN,49.64427,0.6026503,0.0,0.0
0,SOD2,49.636135,1.4061645,0.0,0.0
0,ADAMTS1,44.988422,0.91004497,0.0,0.0
0,IER3,43.400127,2.1697254,0.0,0.0
0,IL6,42.23835,2.247006,0.0,0.0
0,ADAMTS9,40.96163,1.424698,0.0,0.0
0,C7,40.87739,0.5857778,0.0,0.0
0,C11orf96,39.406456,1.2308959,0.0,0.0
0,CCN2,38.617615,1.2436776,0.0,0.0
0,IFITM2,37.24806,1.2519124,1.1391048558332838e-303,1.9639738893677308e-301
0,SGK1,37.149216,1.0607009,4.513531794276129e-302,7.522552990460215e-300
0,NR4A1,36.080147,0.6761297,4.645713898109624e-285,7.493086932434878e-283
0,CCL2,35.921078,1.8635969,1.432156637358349e-282,2.23774474587242e-280
0,DDIT4,35.866962,1.1570034,1.000547527783736e-281,1.5159811027026303e-279
0,TPM2,35.134674,0.59876907,1.9928572982237803e-270,2.930672497387912e-268
0,EMILIN1,34.79674,1.2570462,2.724429686431437e-265,3.892042409187767e-263
0,HAS2,34.616913,1.9676256,1.4064324883400033e-262,1.9533784560277825e-260
0,MYL9,34.584717,0.37991068,4.2882599552978557e-262,5.7949458855376424e-260
0,FOS,33.797653,0.9147805,2.1352731152759367e-250,2.8095698885209695e-248
0,ACTA2,33.460934,0.47041515,1.7846873965482546e-245,2.2880607648054548e-243
0,COL1A1,32.658527,-0.11421831,6.064384574297705e-234,7.395590944265494e-232
0,MEST,30.468002,1.140333,6.918714649815419e-204,8.23656505930407e-202
0,DEPRECATED_CCL2,29.913216,1.8125428,1.324732948601548e-196,1.5403871495366838e-194
0,TM4SF1,29.185246,0.8916708,2.98476345657435e-187,3.391776655198125e-185
0,SMAD6,28.672047,1.0729023,8.514972171989315e-181,9.46108019109924e-179
0,NES,28.25877,1.1921293,1.1106121822199079e-175,1.1815023215105403e-173
0,CD59,28.104431,1.0077076,8.64781484738694e-174,9.008140466028063e-172
0,VMP1,27.996485,1.1812795,1.793041799635685e-172,1.8296344894241686e-170
0,DEPRECATED_IFITM2,27.025103,1.5564355,7.494607996577435e-161,7.494607996577435e-159
0,TNFAIP3,26.824099,1.5839276,1.6919092687439728e-158,1.6587345771999733e-156
0,CXCL12,26.660246,1.0895172,1.3614203959529726e-156,1.3090580730317046e-154
0,CRISPLD2,26.653446,0.9453192,1.6324366236430992e-156,1.5400345506066972e-154
0,ICAM1,26.484337,1.0175006,1.468572261601005e-154,1.3597891311120417e-152
0,FTL,26.283646,0.13133651,2.94979352771047e-152,2.681630479736791e-150
0,TINAGL1,26.224295,0.88200474,1.4044279762506081e-151,1.2319543651321124e-149
0,CTSB,25.987001,0.37905458,6.946124233274267e-149,5.988038132132989e-147
0,MYC,25.784922,1.5451412,1.308974753969635e-146,1.1093006389573179e-144
0,HYAL2,25.546734,0.9986875,5.969164358575481e-144,4.974303632146234e-142
0,ACTN1,25.48386,0.7222531,2.976455980223602e-143,2.439718016576723e-141
0,ITGA5,25.236797,1.0844849,1.58132424863426e-140,1.2752614908340807e-138
0,SLCO2A1,24.385767,1.282919,2.421488968168064e-131,1.8917882563813e-129
0,CTSC,24.347116,1.0423522,6.219591557124834e-131,4.784301197788334e-129
0,HSPA8,24.139917,0.74095833,9.528706279367985e-129,7.21871687830908e-127
0,KLF2,23.863405,0.58790195,7.350642136357685e-126,5.48555383310275e-124
0,FGF7,23.544086,1.3337129,1.443283666701898e-122,1.0612379902219839e-120
0,POSTN,23.2724,0.9687329,8.440172266069244e-120,6.116066859470467e-118
0,PODXL,23.126587,0.8824072,2.5015006726319872e-118,1.7867861947371337e-116
0,THBD,23.114246,0.9808098,3.3293004124738217e-118,2.3445777552632547e-116
0,FCN3,22.914646,1.3993617,3.3197527294890537e-116,2.305383839922954e-114
0,LAMA2,21.583958,1.1562445,2.5415963008507647e-103,1.7172947978721384e-101
0,PHLDA1,21.487488,1.1183816,2.0384800980623748e-102,1.3589867320415833e-100
0,SOX18,21.467697,1.2009486,3.1209944417902515e-102,2.0532858169672707e-100
0,CD163,21.361895,0.95295113,3.023027233029242e-101,1.963004696772235e-99
0,IGFBP7,21.35234,0.3748208,3.7089536720302e-101,2.3775344051475643e-99
0,TXNRD1,21.344246,0.9468841,4.4101808083117446e-101,2.7912536761466734e-99
0,S100A9,21.07108,0.49448448,1.465532249948725e-98,9.159576562179531e-97
0,PDLIM7,20.512005,0.8336901,1.6821537437372764e-93,1.0383665084798004e-91
0,TMEM100,20.230589,0.7183274,5.266942382863711e-91,3.211550233453482e-89
0,MCAM,20.073755,0.9086648,1.2517806790165937e-89,7.540847463955384e-88
0,NME2,19.383905,0.9032105,1.0552578417532574e-83,6.135220010193357e-82
0,OSMR,18.71205,0.9765509,3.948995232693213e-78,2.2695374900535707e-76
0,NOTCH3,18.704792,0.75461847,4.524986037575285e-78,2.5710147940768662e-76
0,TGFBI,18.697655,0.55691606,5.173092281273677e-78,2.906231618693077e-76
0,PRSS23,18.693472,0.8941237,5.594978528707874e-78,3.1083214048377077e-76
0,LIF,18.602825,2.6697571,3.048116273836151e-77,1.6747891614484345e-75
0,TUBA1B,18.366037,1.0678055,2.457130816958271e-75,1.3353971831294951e-73
0,SPON2,18.275791,1.3431582,1.2900432826956254e-74,6.861932354763965e-73
0,LIMS2,17.779951,0.843253,1.0106676833279797e-70,5.319303596463051e-69
0,NAMPT,17.692722,1.5121552,4.771404824282014e-70,2.4851066793135492e-68
0,QSOX1,17.645666,0.85247314,1.0987004704615669e-69,5.663404486915293e-68
0,HMOX1,17.501167,0.96907926,1.4036079940595038e-68,7.161265275813795e-67
0,SRGN,17.45551,0.62572134,3.1258290836117997e-68,1.5787015573796967e-66
0,LRRC32,17.380287,0.79049855,1.1637032831968773e-67,5.818516415984386e-66
0,MMP19,17.30646,1.3446771,4.2049159752233555e-67,2.0816415718927503e-65
0,BCL3,17.137094,0.9299538,7.847473528673121e-66,3.846800749349569e-64
0,COL18A1,17.129066,0.987834,9.008770664891565e-66,4.373189643151245e-64
0,FKBP5,16.528337,1.0714107,2.2938289719151383e-61,1.09229951043578e-59
0,LTBP2,16.49393,0.6998964,4.056764179368529e-61,1.9135680091360984e-59
0,CSRNP1,16.357496,0.87828654,3.8462473567394817e-60,1.797311848943683e-58
0,PDGFRA,16.2994,0.9159891,9.966423580891777e-60,4.6140849911536004e-58
0,PTPRB,16.179897,0.78368723,6.991133253469636e-59,3.2069418593897416e-57
0,CTSL,15.580848,0.7309785,9.824360266025377e-55,4.38587511876133e-53
0,PDGFB,15.515692,0.8548949,2.7169166983822364e-54,1.2021755302576268e-52
0,GAS7,15.492036,0.99761015,3.926561377688562e-54,1.7221760428458603e-52
0,TNFRSF12A,14.952927,0.988816,1.4905257795590484e-50,6.369768288713882e-49
0,RGS5,14.931123,0.6750047,2.0675429043727577e-50,8.760775018528635e-49
0,ADAM15,14.615127,0.9071278,2.2493475663514543e-48,9.451040194754008e-47
0,ATP13A3,14.544888,0.99016535,6.293394039836766e-48,2.6222475165986523e-46
0,NHP2,14.469109,0.78283936,1.8991664432380444e-47,7.84779521999192e-46
0,THBS2,14.181826,0.6264269,1.1871793663876478e-45,4.825932383689625e-44
0,SRM,14.043511,1.113892,8.442350709821452e-45,3.350139170564068e-43
0,ENO1,13.9657345,0.6205335,2.522919230138794e-44,9.932752874562181e-43
0,RARRES1,13.820374,1.2448515,1.9207068838066247e-43,7.502761264869627e-42
0,TNFAIP6,13.722002,2.1995718,7.496665028455355e-43,2.88333270325206e-41
0,HSPA5,13.71862,0.8391323,7.854550068031879e-43,2.9979198732946105e-41
0,G0S2,13.7129965,1.3007567,8.487895394283762e-43,3.2151118917741527e-41
0,CCDC102B,13.529578,0.73406047,1.046221733207875e-41,3.933164410555921e-40
0,SLC20A1,13.444925,1.0283865,3.297392223811365e-41,1.2303702327654348e-39
0,CCN4,13.430054,2.2050319,4.031200239919635e-41,1.493037125896161e-39
0,LDLR,13.40409,0.80304825,5.722059575680613e-41,2.1036983734119902e-39
0,HIF1A,13.316689,1.121951,1.851395871126049e-40,6.75691923768631e-39
0,NNMT,13.305761,1.1568962,2.1429805878285334e-40,7.7644224196686e-39
0,HYOU1,13.230754,0.98379284,5.829973109161214e-40,2.0971126291946815e-38
0,PDIA6,13.183219,0.86103755,1.096123171000885e-39,3.9147256107174463e-38
0,TEK,13.150719,0.8524748,1.685645871801391e-39,5.977467630501387e-38
0,PAPPA,13.043307,1.7523504,6.938057942743476e-39,2.425894385574642e-37
0,MANF,12.906189,0.9754543,4.1535394852801874e-38,1.4322549949242025e-36
0,PLTP,12.87413,0.7687738,6.294398757281076e-38,2.155616012767492e-36
0,PCOLCE,12.860845,0.6367285,7.475520944738518e-38,2.5426941988906524e-36
0,VGLL3,12.835841,0.9310864,1.0327522709760978e-37,3.4890279424868166e-36
0,HSPD1,12.815856,0.83932465,1.3365475798145366e-37,4.4850589926662303e-36
0,HECW2,12.770465,0.99376655,2.3971901953398053e-37,7.990633984466017e-36
0,MT1X,12.728164,1.5754921,4.1242366605666444e-37,1.3656412783333259e-35
0,RGS2,12.669835,0.7015209,8.689739883449968e-37,2.8584670669243316e-35
0,SERPINA3,12.618305,1.4297551,1.673848575670822e-36,5.470093384545171e-35
0,PIEZO2,12.565476,0.70329547,3.268990701212113e-36,1.0613606172766601e-34
0,FAM20C,12.520989,1.039205,5.731615176511965e-36,1.8370561463179375e-34
0,FLT1,12.405998,0.70950735,2.424722367299346e-35,7.673172048415651e-34
0,VASP,12.396728,0.41717896,2.7221631512186915e-35,8.560261481819784e-34
0,STAB1,12.354759,0.9723871,4.5912874196636173e-35,1.4347773186448803e-33
0,GALNT2,12.275055,0.8757972,1.2330741971267374e-34,3.829422972443284e-33
0,SPRY4,12.254512,0.9837833,1.5890248260225517e-34,4.904397611180716e-33
0,LRRC8A,12.135891,0.8120755,6.816421238806532e-34,2.090926760370102e-32
0,KRT7,12.1075115,0.32627925,9.637365070885114e-34,2.920413657843974e-32
0,MOXD1,12.034438,1.0944967,2.342245346379839e-33,7.054955862589876e-32
0,CCT6A,12.002624,0.7642619,3.4420958241212845e-33,1.0305676120123606e-31
0,PLEKHH2,11.95301,0.43163785,6.261593828089456e-33,1.8308753883302501e-31
0,HILPDA,11.928412,1.4255143,8.4162988573949e-33,2.4324563171661563e-31
0,ENPP2,11.826207,0.87281203,2.8576611102046395e-32,8.211669856909885e-31
0,H1-5,11.823464,0.6903334,2.95251163170179e-32,8.43574751914797e-31
0,ADAMTS4,11.789426,1.8918949,4.425459373450446e-32,1.257232776548422e-30
0,DDX21,11.696587,0.9408774,1.3268376215491683e-31,3.7481288744326786e-30
0,CEMIP2,11.691031,0.77253366,1.4165585846571174e-31,3.979097147913251e-30
0,ROBO4,11.631328,0.8214751,2.8562149445810717e-31,7.978254035142659e-30
0,PSAP,11.565072,0.03483854,6.193936214782755e-31,1.7205378374396542e-29
0,CD248,11.555198,0.93478066,6.948732099774543e-31,1.9195392540813654e-29
0,ATF3,11.543657,0.73993903,7.947311697035136e-31,2.183327389295367e-29
0,LOXL2,11.493438,1.1044177,1.4233199726677782e-30,3.8888523843381914e-29
0,RCAN1,11.346947,1.2747979,7.679807048630107e-30,2.0869040893016597e-28
0,WARS1,11.298723,0.74021035,1.3313950222021685e-29,3.598364924870726e-28
0,HEG1,11.183457,0.8377548,4.9137544737546885e-29,1.3209017402566367e-27
0,NFKBIZ,11.174362,0.58930314,5.443996190437321e-29,1.4556139546623852e-27
0,HSP90AA1,11.167545,0.39706048,5.878297757955883e-29,1.5633770632861389e-27
0,PCDH17,11.057968,0.7983809,2.005896178560969e-28,5.2786741541078135e-27
0,ANGPTL4,11.018692,2.1477487,3.1053803023370077e-28,8.129267807164941e-27
0,NKD2,11.000566,0.9565017,3.7974371528401022e-28,9.889159252187767e-27
0,S100A8,10.935645,0.4605951,7.785023889530134e-28,2.016845567235786e-26
0,PKM,10.863607,0.6883174,1.7182417733056777e-27,4.4284581786228804e-26
0,CD82,10.822822,0.95406914,2.6838426253185986e-27,6.846537309486221e-26
0,VEGFC,10.77604,0.99808526,4.467040233675284e-27,1.1337665567703767e-25
0,NME1,10.46011,1.240378,1.3170322729918007e-25,3.325839073211617e-24
0,SNAI2,10.443541,0.9783467,1.568491377720416e-25,3.9409331098502916e-24
0,MYH11,10.439313,0.06728651,1.6399314134290793e-25,4.099828533572698e-24
0,LIPG,10.2623625,2.0228636,1.0412780412625496e-24,2.5647242395629302e-23
0,ADAMTS12,10.182946,0.7349288,2.3629595357997358e-24,5.791567489705235e-23
0,ECSCR,9.959683,0.8470363,2.2878952608749057e-23,5.526317055253395e-22
0,TUBB6,9.956095,1.0117388,2.3719856559938406e-23,5.70188859613904e-22
0,MGP,9.943401,-0.19944265,2.694660927041011e-23,6.446557241724906e-22
0,LXN,9.903336,0.9243867,4.026194327736997e-23,9.586176970802374e-22
0,FADS2,9.856759,0.81128246,6.408426367973434e-23,1.5114213132012817e-21
0,SLC1A5,9.810768,1.0319047,1.0119531783847725e-22,2.3754769445651936e-21
0,PIK3R3,9.754949,0.91520625,1.7569010311477487e-22,4.085816351506393e-21
0,FSTL3,9.6804905,0.80943155,3.6496102987197386e-22,8.448171987777173e-21
0,GADD45B,9.603186,0.93358773,7.75108703248741e-22,1.7859647540293573e-20
0,SBNO2,9.561444,0.7576702,1.1612430201078348e-21,2.6634014222656762e-20
0,PRKDC,9.545327,0.80301034,1.3567816048180531e-21,3.09767489684487e-20
0,EDN1,9.4843855,0.7978303,2.438144342077038e-21,5.516163669857552e-20
0,HYCC1,9.392604,0.7706464,5.853481513292838e-21,1.3183516921830715e-19
0,PFN2,9.373914,0.48307836,6.989139803059836e-21,1.5670717047219364e-19
0,ATP1B3,9.334459,0.77046317,1.0150816259996869e-20,2.2658072008921584e-19
0,NABP1,9.321692,0.85809773,1.144993665451541e-20,2.5444303676700915e-19
0,FBLN5,9.314855,0.20935988,1.22120063421931e-20,2.7017713146444916e-19
0,SELENOM,9.3123665,0.66772634,1.250149162282508e-20,2.7536325160407665e-19
0,CD4,9.240064,0.7252617,2.4635017353595746e-20,5.402416086314856e-19
0,HSPG2,9.223413,0.41030094,2.877886448045942e-20,6.283594864729131e-19
0,HIC1,9.214748,1.1519617,3.1200936764409065e-20,6.782812340088927e-19
0,ADGRG1,9.21259,0.9955564,3.183490054286088e-20,6.89067111317335e-19
0,WNT2,9.169759,0.83989626,4.740803488512777e-20,1.0217248897656848e-18
0,SPNS2,9.155896,0.8364972,5.3908354756194966e-20,1.1568316471286474e-18
0,TLNRD1,9.140549,0.95634055,6.213639733644065e-20,1.3277007977871935e-18
0,ANXA1,9.118241,0.20847055,7.635330846951603e-20,1.6245384780748092e-18
0,FXYD5,9.079338,0.48259962,1.0923693715727334e-19,2.3143418889252826e-18
0,CXCL2,9.046172,0.44824782,1.4806798250260514e-19,3.1237970992110792e-18
0,PRCP,9.019264,0.76694506,1.8935751079797692e-19,3.978098966344052e-18
0,TRIB1,9.010303,0.9235836,2.054884863153872e-19,4.298922307853288e-18
0,FADS1,8.919098,0.9738456,4.701026182247924e-19,9.793804546349841e-18
0,NPR3,8.852478,0.58185595,8.559684865650634e-19,1.7758682293880985e-17
0,DNAJB11,8.839773,0.8091816,9.591311154037053e-19,1.9816758582721184e-17
0,CXCL8,8.826392,1.0446235,1.0810679478727507e-18,2.224419645828705e-17
0,GFPT2,8.811481,1.729382,1.2350218647090448e-18,2.5307825096496817e-17
0,KCNK3,8.792616,0.7692318,1.461173269169202e-18,2.981986263610616e-17
0,SRF,8.783741,0.7349366,1.5812592793454927e-18,3.2139416246859604e-17
0,ITGA8,8.717074,0.644898,2.8548365060299926e-18,5.755718762157243e-17
0,UGDH,8.708958,0.59048384,3.066821571596378e-18,6.158276248185498e-17
0,DUSP6,8.705682,0.5429114,3.1567004742601497e-18,6.313400948520299e-17
0,SRPX,8.644302,0.37423012,5.413486039580634e-18,1.0741043729326655e-16
0,SEMA3F,8.637361,0.84100586,5.752681333364067e-18,1.1368935441430963e-16
0,OLFML2A,8.566021,0.43194804,1.0712281632886863e-17,2.1087168568674928e-16
0,EDNRA,8.540084,0.5390887,1.3412436182424664e-17,2.619616441879817e-16
0,RUNX1,8.524617,0.6434731,1.5331640435450676e-17,2.982809423239431e-16
0,GJC1,8.4355755,0.83682686,3.295775860546345e-17,6.362501661286381e-16
0,VARS1,8.434362,0.88085353,3.330135556255984e-17,6.404106838953815e-16
0,PLEKHO1,8.397976,0.59757674,4.5424054728671073e-17,8.701926193232006e-16
0,HMGCS1,8.344332,0.73662746,7.161756432292504e-17,1.3667474107428441e-15
0,TUBA1C,8.324056,0.92447954,8.500381190489635e-17,1.616042051423885e-15
0,EGFL6,8.294228,0.5520893,1.0929323492322838e-16,2.0699476311217496e-15
0,FOSB,8.263199,1.6353434,1.4181959010503038e-16,2.6758413227364223e-15
0,SHANK3,8.262268,0.724192,1.4292982778152843e-16,2.6866508981490308e-15
0,ADRM1,8.212644,0.7620313,2.1637027381070029e-16,4.051877786717234e-15
0,MTHFD2,8.179995,1.0202526,2.838562365152129e-16,5.276138225189831e-15
0,PIM1,8.082779,0.6034843,6.330741788587396e-16,1.1637392993726832e-14
0,MSANTD3,8.038905,0.94946826,9.064484691874364e-16,1.6601620314788212e-14
0,TNFRSF11B,8.036296,1.8770802,9.259516904195573e-16,1.689692865729119e-14
0,ARHGDIB,8.003088,0.45201063,1.213367844033713e-15,2.2061233527885692e-14
0,TIMM8B,7.932229,0.6575832,2.1524663814897334e-15,3.885318378140313e-14
0,SERPINE2,7.9264073,1.0028578,2.255766201334218e-15,4.0571334556370833e-14
0,PDPN,7.9112086,0.84843904,2.5490187857690317e-15,4.568134024675684e-14
0,CRIM1,7.9090614,0.4655279,2.593370775965842e-15,4.631019242796146e-14
0,TNFAIP2,7.8924294,0.72053915,2.9635977147700746e-15,5.273305542295506e-14
0,ADCY3,7.889929,0.74822634,3.0235846566814524e-15,5.360965703335909e-14
0,SH3PXD2B,7.8795257,0.97482616,3.286267130427699e-15,5.806125672133744e-14
0,HNRNPAB,7.857189,0.87190306,3.928492430827722e-15,6.916359913429088e-14
0,HEYL,7.847802,0.8218564,4.233907074624467e-15,7.427907148463976e-14
0,NOP16,7.844517,1.0054713,4.346228342041664e-15,7.598301297275637e-14
0,BCL6,7.8377132,0.6879822,4.588256244376666e-15,7.993477777659697e-14
0,MMRN2,7.7883997,0.888502,6.786332144940174e-15,1.1781826640521136e-13
0,BTG2,7.7851543,0.27302408,6.962821636020484e-15,1.204640421456831e-13
0,DEPP1,7.778434,0.20169342,7.342779818094394e-15,1.2659965203611024e-13
0,EFHD2,7.7672987,0.3891174,8.017770450913778e-15,1.3776237888168002e-13
0,LMNB2,7.727146,0.85912865,1.0998444931975587e-14,1.8832953650643128e-13
0,AEBP1,7.705683,0.19725317,1.3014495464568165e-14,2.2133495688041097e-13
0,RASIP1,7.700128,0.7558166,1.3592970889709007e-14,2.303714835118734e-13
0,PPP1R15A,7.6997056,0.5777249,1.3637991823902905e-14,2.303714835118734e-13
0,TGFBR1,7.6830807,0.45166284,1.5530771619472827e-14,2.6146080167462673e-13
0,F13A1,7.664617,0.789288,1.7936541717221024e-14,3.009486865305541e-13
0,IL1RL1,7.653284,1.7557974,1.9591068604625507e-14,3.2760984288671416e-13
0,RAMP3,7.6518536,0.8489193,1.9810245063202087e-14,3.3017075105336814e-13
0,MAP1B,7.620074,0.5165054,2.5353115077907245e-14,4.21148090995137e-13
0,HELLS,7.6006603,0.7587569,2.9462397388414554e-14,4.87788036232029e-13
0,PPP1R14A,7.588166,0.6230966,3.2446440249299964e-14,5.338202308897982e-13
0,ITGA6,7.588127,0.48023465,3.2456270038099726e-14,5.338202308897982e-13
0,AREG,7.571824,0.77756995,3.68019901097818e-14,6.033113132751115e-13
0,SEMA3C,7.571393,0.407475,3.69242616418902e-14,6.033376085276176e-13
0,MSRB3,7.5354486,0.66037506,4.866595923251876e-14,7.900318057227071e-13
0,S1PR2,7.5267105,1.1952391,5.203463542290722e-14,8.419843919564275e-13
0,SCARF2,7.4934945,0.8041838,6.706372504201529e-14,1.0804031602465982e-12
0,VCAM1,7.493226,1.1424302,6.72010765673384e-14,1.0804031602465982e-12
0,EFNB2,7.4843764,0.5021498,7.188753159143793e-14,1.1520437755038131e-12
0,ROBO1,7.4686174,0.69323844,8.104183576772884e-14,1.294598015458927e-12
0,POLD2,7.448743,0.7507107,9.423384023289819e-14,1.4957752417920348e-12
0,ITPKC,7.428708,0.5454391,1.0966359722028744e-13,1.7351835003210035e-12
0,GSTO1,7.4035335,0.62454385,1.32607926495032e-13,2.0916076734232177e-12
0,CCBE1,7.3978124,0.78107816,1.384460931150281e-13,2.176825363443838e-12
0,LSM4,7.38756,0.6100652,1.495477055947179e-13,2.3440079246820987e-12
0,ADGRG6,7.3777676,0.40390968,1.6096589050444928e-13,2.51509203913202e-12
0,NRARP,7.3296747,0.8065163,2.3071193114845847e-13,3.5936437873591666e-12
0,FBLIM1,7.3226504,0.8283269,2.4312068135742157e-13,3.7751658595872915e-12
0,SH2D3C,7.2749624,0.6330784,3.465167240220311e-13,5.364035975573236e-12
0,DEPRECATED_DUSP6,7.2701893,0.5724093,3.5898399057162517e-13,5.5398763977102655e-12
0,LIPA,7.258639,0.49675262,3.910044173645202e-13,6.0154525748387725e-12
0,IL7R,7.213841,0.5299586,5.439534677689063e-13,8.342844597682613e-12
0,CSPG4,7.212735,0.81943935,5.483904864875961e-13,8.385175634366913e-12
0,STK38L,7.211663,0.60434365,5.527271059140429e-13,8.42571807795797e-12
0,TMEM204,7.2002254,0.59330493,6.011308496145978e-13,9.135727197790241e-12
0,SPHK1,7.1671443,1.3053625,7.65783946314866e-13,1.1602787065376756e-11
0,PLAT,7.152712,0.7342929,8.507999453836166e-13,1.2813252189512299e-11
0,HIGD1B,7.1315875,0.54050744,9.921768652050237e-13,1.485294708390754e-11
0,FILIP1L,7.1040297,0.5097968,1.211707002924035e-12,1.8085179148119925e-11
0,GADD45A,7.1026626,0.5961495,1.2237613656522405e-12,1.8210734607920246e-11
0,FHL3,7.092502,0.8481694,1.3170863037830411e-12,1.9541339818739482e-11
0,ACTG2,7.090844,0.08597998,1.3329629881910497e-12,1.9718387399275885e-11
0,ST3GAL1,7.0435886,0.68051594,1.873505786484509e-12,2.763282870921105e-11
0,PRDX6,6.983443,0.554684,2.8803307187070774e-12,4.2110098226711655e-11
0,BMP6,6.979137,1.0723665,2.9699846484189057e-12,4.3294236857418454e-11
0,EZR,6.9567084,0.16619262,3.483153144383439e-12,5.06272259358058e-11
0,G6PD,6.94952,0.6270407,3.665307720008327e-12,5.312040173925111e-11
0,ADGRL4,6.9400387,1.1536566,3.9199195058018915e-12,5.6646235632975314e-11
0,ITPKB,6.907238,0.179222,4.941801840645033e-12,7.100290000926773e-11
0,MTHFD1L,6.8978314,0.7264406,5.280231580454183e-12,7.564801691195105e-11
0,HGF,6.8940477,1.2589178,5.422672837606965e-12,7.746675482295663e-11
0,ARPC1B,6.8744454,0.4073426,6.223147530521085e-12,8.864882522109807e-11
0,GATA2,6.852916,0.6271716,7.235964826064157e-12,1.027835912793204e-10
0,TRPC6,6.8386188,0.69648236,7.996043921324575e-12,1.1325841248335093e-10
0,H1-3,6.827935,0.33744037,8.614553193504861e-12,1.2167448013424945e-10
0,GJA5,6.81621,0.9132462,9.347391913004057e-12,1.3165340722540926e-10
0,NT5DC2,6.808193,0.61740273,9.883209112974213e-12,1.388091167552558e-10
0,SHE,6.8063884,0.73750234,1.0007932728062413e-11,1.4016712504289092e-10
0,ADAM19,6.802698,0.712461,1.0267779044608705e-11,1.4340473525989812e-10
0,VIPR1,6.7932353,0.5759465,1.096462194522574e-11,1.5271061205049777e-10
0,DAB2,6.7773175,0.25861236,1.2242765175066291e-11,1.7003840520925407e-10
0,UAP1,6.774256,0.7470979,1.250478321121412e-11,1.7319644336861663e-10
0,PSMB2,6.767338,0.67571837,1.311736455779071e-11,1.8117906847777223e-10
0,LOX,6.7520404,0.38017416,1.457800500297132e-11,2.0079896698307606e-10
0,VASH1,6.7241406,0.49464953,1.766319013022452e-11,2.4262623805253463e-10
0,MS4A6A,6.717972,0.5706417,1.8427158538906517e-11,2.524268293000893e-10
0,IER5L,6.715985,0.93939173,1.868003032000913e-11,2.551916710383761e-10
0,SRPX2,6.7148533,1.0927643,1.882556001922874e-11,2.5647901933554143e-10
0,PTGIR,6.699462,1.2527808,2.0918828068917796e-11,2.842232074581222e-10
0,LYVE1,6.6954007,0.6632813,2.1508161243024087e-11,2.914384992279686e-10
0,SULT1E1,6.692411,0.47943544,2.1952345016503745e-11,2.966533110338344e-10
0,EMCN,6.6812944,0.49678886,2.368410863249695e-11,3.1833479344753966e-10
0,PEG10,6.6719813,0.1514445,2.5237245195755472e-11,3.383008739377409e-10
0,PSMD1,6.658088,0.66507435,2.7741207713220012e-11,3.698827695096002e-10
0,PTGS2,6.6503983,0.84319496,2.923011665143911e-11,3.8869835972658387e-10
0,PKDCC,6.6156626,0.3380464,3.698915564963011e-11,4.905723560958901e-10
0,ITPRIP,6.61216,0.7981557,3.7875146504857375e-11,5.009940013870023e-10
0,SRPRB,6.6067367,0.72968996,3.9288391996718526e-11,5.183165171071045e-10
0,ENC1,6.594707,0.6711838,4.260960875880667e-11,5.606527468264036e-10
0,UGCG,6.564386,0.34718806,5.2247672230098783e-11,6.856649898963095e-10
0,NQO1,6.5426817,1.1089405,6.042536980087936e-11,7.867886692822834e-10
0,SEMA5A,6.511567,0.50056785,7.437088515966533e-11,9.658556514242252e-10
0,SDF2L1,6.4910665,0.934769,8.523093171639449e-11,1.1040276129066643e-09
0,RASL12,6.4835467,0.5756231,8.959108154186673e-11,1.1575075134608105e-09
0,MRC1,6.482938,0.15666266,8.99535615133607e-11,1.159195380326813e-09
0,FMO2,6.4809885,0.2688274,9.112374156195427e-11,1.1712563182770474e-09
0,CYP51A1,6.475242,0.5316587,9.466005194915529e-11,1.213590409604555e-09
0,TDO2,6.449611,1.606142,1.1213729497913272e-10,1.4303226400399583e-09
0,IMP4,6.434071,0.73462063,1.2423055403913e-10,1.5765298735930205e-09
0,LAMC3,6.4158278,0.9988819,1.4005987396123426e-10,1.768432752035786e-09
0,HBEGF,6.3942904,0.93463445,1.6129454592795553e-10,2.0263133910547175e-09
0,MFSD1,6.3793154,0.40160638,1.7788131274220917e-10,2.2290891321078844e-09
0,PGD,6.3500876,0.48667803,2.1519232069883183e-10,2.6831960186886764e-09
0,ICAM2,6.342128,0.49979675,2.2661331288551257e-10,2.8185735433521463e-09
0,THY1,6.3391094,0.607921,2.3109718641101736e-10,2.867210749516344e-09
0,GSR,6.331489,0.5451068,2.428063611620598e-10,3.0050292223027204e-09
0,AHSA1,6.309738,0.4232585,2.7950805984650463e-10,3.4507167882284523e-09
0,C1QC,6.2837176,0.29587677,3.305707756475402e-10,4.071068665610102e-09
